country_id,indicator_id,year,value
278,3,2000,
278,4,2000,
278,5,2000,
278,1,2000,
278,2,2000,
300,3,2000,207.30903
300,4,2000,96.46072489
300,5,2000,107.4160661
300,1,2000,3487.58635
300,2,2000,3166.1475
196,3,2000,1911.64847
196,4,2000,1375.687903
196,5,2000,534.9629374
196,1,2000,59462.98682
196,2,2000,30903.8925
301,3,2000,85.06766288
301,4,2000,55.46338121
301,5,2000,29.60428097
301,1,2000,1429.044666
301,2,2000,65.685
197,3,2000,213.1242356
197,4,2000,124.0587078
197,5,2000,87.97080769
197,1,2000,11166.52625
197,2,2000,16194.8685
243,3,2000,38.96338851
243,4,2000,22.53880936
243,5,2000,16.28867962
243,1,2000,826.2962963
243,2,2000,74.912
244,3,2000,26132.89066
244,4,2000,14302.97503
244,5,2000,11821.91193
244,1,2000,317917.959
244,2,2000,37213.984
302,3,2000,80.2056176
302,4,2000,18.24935897
302,5,2000,51.70651709
302,1,2000,1911.563821
302,2,2000,3125.6285
363,3,2000,31123.43976
363,4,2000,22357.93438
363,5,2000,8765.505196
363,1,2000,410129.2359
363,2,2000,19132.471
303,3,2000,18157.973
303,4,2000,13466.57052
303,5,2000,4691.402267
303,1,2000,197289.6367
303,2,2000,8002.186
304,3,2000,152.3793513
304,4,2000,45.70696749
304,5,2000,103.5699138
304,1,2000,5272.505443
304,2,2000,8174.7855
245,3,2000,307.2813416
245,4,2000,121.6178001
245,5,2000,183.6635437
245,1,2000,8076.0
245,2,2000,323.835
279,3,2000,302.3172947
279,4,2000,214.9202037
279,5,2000,87.3970884
279,1,2000,9063.829787
279,2,2000,669.5805
353,3,2000,1113.469214
353,4,2000,313.626391
353,5,2000,712.891886
353,1,2000,61686.50151
353,2,2000,134544.3045
246,3,2000,163.1286469
246,4,2000,84.58787205
246,5,2000,78.54077149
246,1,2000,3059.5
246,2,2000,262.063
305,3,2000,569.7990354
305,4,2000,448.2349586
305,5,2000,121.0439773
305,1,2000,10789.84887
305,2,2000,9991.313
306,3,2000,18941.44723
306,4,2000,14117.23389
306,5,2000,4824.21352
306,1,2000,236792.4737
306,2,2000,10239.085
247,3,2000,33.46900177
247,4,2000,15.40836857
247,5,2000,15.88563347
247,1,2000,1082.5
247,2,2000,240.799
198,3,2000,104.1625779
198,4,2000,40.1893784
198,5,2000,61.55358581
198,1,2000,3519.99144
198,2,2000,7221.619
354,3,2000,18.25871298
354,4,2000,14.54601824
354,5,2000,2.23008184
354,1,2000,441.1724948
354,2,2000,596.863
248,3,2000,369.1277141
248,4,2000,204.2353099
248,5,2000,141.7941013
248,1,2000,8397.776351
248,2,2000,8606.3255
307,3,2000,443.3430304
307,4,2000,226.8261392
307,5,2000,186.1537619
307,1,2000,5553.829608
307,2,2000,4159.7715
199,3,2000,347.1031729
199,4,2000,184.9085893
199,5,2000,106.5036236
199,1,2000,5682.404299
199,2,2000,1677.3825
249,3,2000,54628.84575
249,4,2000,22745.0231
249,5,2000,31709.99823
249,1,2000,655448.6969
249,2,2000,174018.2815
364,3,2000,169.4305241
364,4,2000,142.6074417
364,5,2000,26.82308331
364,1,2000,6649.793415
364,2,2000,326.424
308,3,2000,774.1996296
308,4,2000,461.0237038
308,5,2000,313.1759172
308,1,2000,13280.24365
308,2,2000,8190.876
200,3,2000,87.57473226
200,4,2000,28.53473778
200,5,2000,40.38893655
200,1,2000,2968.369926
200,2,2000,11925.5455
201,3,2000,36.74598238
201,4,2000,12.75174524
201,5,2000,23.612846
201,1,2000,870.3832527
201,2,2000,6470.1935
202,3,2000,26.99057458
202,4,2000,19.24394563
